Rank,Title,Authors,Journal,Publication Year,GCS,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,CitedPerYear
546,Ubiquitous Robotic Technology for Smart Manufacturing System,"Wang, Wenshan; Zhu, Xiaoxiao; Wang, Liyu; Qiu, Qiang; Cao, Qixin",COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
547,Intelligent manufacturing system of impeller for computer numerical control (CNC) programming based on KBE,"Wang Ling-yun; Huang Hong-hui; West, Rae W.; Wang Da-zhong",JOURNAL OF CENTRAL SOUTH UNIVERSITY,2014,0,0,0,0,0,0,0,0,0,0,0,0.0
548,Context-awareness: a key enabler for ubiquitous access to manufacturing knowledge,"Dhuieb, Mohamed Anis; Laroche, Florent; Bernard, Alain",RESEARCH AND INNOVATION IN MANUFACTURING: KEY ENABLING TECHNOLOGIES FOR THE FACTORIES OF THE FUTURE - PROCEEDINGS OF THE 48TH CIRP CONFERENCE ON MANUFACTURING SYSTEMS,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
549,Control Kernel in Smart Factory environments: Smart Resources integration,"Munera, Eduardo; Poza-Lujan, Jose-Luis; Posadas-Yaguee, Juan-Luis; Simo, Jose; Francisco Blanes, J.; Albertos, Pedro","2015 IEEE INTERNATIONAL CONFERENCE ON CYBER TECHNOLOGY IN AUTOMATION, CONTROL, AND INTELLIGENT SYSTEMS (CYBER)",2015,0,0,0,0,0,0,0,0,0,0,0,0.0
550,Geographic Information Science and Technology as Key Approach to unveil the Potential of Industry 4.0 How Location and Time Can Support Smart Manufacturing,"Schabus, Stefan; Scholz, Johannes","ICIMCO 2015 PROCEEDINGS OF THE 12TH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL. 2",2015,0,0,0,0,0,0,0,0,0,0,0,0.0
551,Sensor Cloud: SmartComponent Framework for Reconfigurable Diagnostics in Intelligent Manufacturing Environments,"Neto, Luis; Reis, Joao; Guimaraes, Diana; Goncalves, Gil",PROCEEDINGS 2015 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN),2015,0,0,0,0,0,0,0,0,0,0,0,0.0
552,Dimensional error prediction and its intelligent soft pre-compensation in batch manufacture,"Chen, Tiantian; Tian, Xincheng",INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
553,The Paradigm Shift in Smart Manufacturing System Architecture,"Lu, Yan; Riddick, Frank; Ivezic, Nenad",ADVANCES IN PRODUCTION MANAGEMENT SYSTEMS: INITIATIVES FOR A SUSTAINABLE WORLD,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
554,Integration of Sustainable Manufacturing Systems into Smart Grids with High Penetration of Renewable Energy Resources,"Joo, Jhi-Young; Raghavan, Sriram; Sun, Zeyi",PROCEEDINGS 2016 EIGHTH ANNUAL IEEE GREEN TECHNOLOGIES CONFERENCE (GREENTECH 2016),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
555,Advances in Smart Manufacturing Change Management,"Macke, Nils; Rulhoff, Stefan; Stjepandic, Josip",TRANSDISCIPLINARY ENGINEERING: CROSSING BOUNDARIES,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
556,A STUDY ON VALUE CO-CREATIVE DESIGN AND MANUFACTURING SYSTEM FOR TAILOR-MADE RUBBER SHOES PRODUCTION similar to CONSTRUCTION OF VALUE CO-CREATIVE SMART FACTORY similar to,"Kokuryo, Daisuke; Kaihara, Toshiya; Suginouchi, Shota; Kuik, Swee",2016 INTERNATIONAL SYMPOSIUM ON FLEXIBLE AUTOMATION (ISFA),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
557,Smart Manufacturing And Reconfigurable Technologies: Towards an Integrated Environment for Evolvable Assembly Systems,"Sanderson, David; Chaplin, Jack C.; de Silva, Lavindra; Holmes, Paul; Ratchev, Svetan",2016 IEEE 1ST INTERNATIONAL WORKSHOPS ON FOUNDATIONS AND APPLICATIONS OF SELF* SYSTEMS (FAS*W),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
558,COMBINING VIRTUAL REALITY ENABLED SIMULATION WITH 3D SCANNING TECHNOLOGIES TOWARDS SMART MANUFACTURING,"Hutabarat, Windo; Oyekan, John; Turner, Christopher; Tiwari, Ashutosh; Prajapat, Neha; Gan, Xiao-Peng; Waller, Anthony",2016 WINTER SIMULATION CONFERENCE (WSC),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
559,"Towards intelligent manufacturing, semantic modelling for the steel industry","Zillner, Sonja; Ebel, Alexander; Schneider, Martin",IFAC PAPERSONLINE,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
560,The Internet of Things (IoT) and Transformation of the Smart Factory,"Rong, Wu; Vanan, Gobinath Tamil; Phillips, Mark",2016 INTERNATIONAL ELECTRONICS SYMPOSIUM (IES),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
561,A Smart Manufacturing Methodology for Real Time Chemical Process Diagnosis Using Causal Link Assessment,"Rathinasabapathy, Rajan; Elsass, Michael J.; Josephson, John R.; Davis, James F.",AICHE JOURNAL,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
562,"Manufacturing of Smart Goods: Current State, Future Potential, and Research Recommendations","Paul, Brian K.; Panat, Rahul; Mastrangelo, Christina; Kim, Dave; Johnson, David",JOURNAL OF MICRO AND NANO-MANUFACTURING,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
563,Optimization of chemical composition in the manufacturing process of flotation balls based on intelligent soft sensing,"Ducic, Nedeljko; Cojbasic, Zarko; Slavkovic, Radomir; Jordovic, Branka; Purenovic, Jelena",HEMIJSKA INDUSTRIJA,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
564,Design of a simulation model for the assessment of a real-time capable disturbance management in manufacturing supply chains,"Schuh, Guenther; Schenk, Michael; Servos, Nikolaos","6TH INTERNATIONAL CONFERENCE ON APPLIED HUMAN FACTORS AND ERGONOMICS (AHFE 2015) AND THE AFFILIATED CONFERENCES, AHFE 2015",2015,0,0,0,0,0,0,0,0,0,0,0,0.0
565,Use of Single Board Computers as Smart Sensors in the Manufacturing Industry,"Gomez, A.; Cuinas, D.; Catala, P.; Xin, L.; Li, W.; Conway, S.; Lack, D.",MESIC MANUFACTURING ENGINEERING SOCIETY INTERNATIONAL CONFERENCE 2015,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
566,Real-Time Hybrid Simulation of Manufacturing Systems for Performance Analysis and Control,"Saez, Miguel; Maturana, Francisco; Barton, Kira; Tilbury, Dawn",2015 INTERNATIONAL CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING (CASE),2015,0,0,0,0,0,0,0,0,0,0,0,0.0
567,Smart Cloud Manufacturing (Cloud Manufacturing 2.0) - A New Paradigm and Approach of Smart Manufacturing,"Li, Bo Hu; Zhang, Lin; Chai, Xudong",MOVING INTEGRATED PRODUCT DEVELOPMENT TO SERVICE CLOUDS IN THE GLOBAL ECONOMY,2014,0,0,0,0,0,0,0,0,0,0,0,0.0
568,Aspects of Smart Manufacturing Via Agent-Based Approach,"Fedorov, Aleksandr; Goloschchapov, Egor; Ipatov, Oleg; Potekhin, Vyacheslav; Shkodyrev, Viacheslav; Zobnin, Sergey","25TH DAAAM INTERNATIONAL SYMPOSIUM ON INTELLIGENT MANUFACTURING AND AUTOMATION, 2014",2015,0,0,0,0,0,0,0,0,0,0,0,0.0
569,Development of a cloud based smart manufacturing system,"Park, Hong-Seok; Tran, Ngoc-Hien",JOURNAL OF ADVANCED MECHANICAL DESIGN SYSTEMS AND MANUFACTURING,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
570,Overview of Smart Factory Studies in Petrochemical Industry,"Li, Defang; Jiang, Baihua; Suo, Hansheng; Guo, Ya","12TH INTERNATIONAL SYMPOSIUM ON PROCESS SYSTEMS ENGINEERING (PSE) AND 25TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING (ESCAPE), PT A",2015,0,0,0,0,0,0,0,0,0,0,0,0.0
571,The Role of The Intelligent Reconfiguration of Distribution Network on Reduction The Energy Not Supplied Costs in the electricity market through case studies using softwares NEPLAN & DIGSILENT Power Factory,"Farsadi, Murtaza; Heris, Farhad Nazari; Shahir, Farzad Mohammadzadeh; Sedighmanesh, Abdolreza",2015 9TH INTERNATIONAL CONFERENCE ON ELECTRICAL AND ELECTRONICS ENGINEERING (ELECO),2015,0,0,0,0,0,0,0,0,0,0,0,0.0
572,The synthesis and PLC implementation of hybrid modular supervisors for real time control of an experimental manufacturing system,"Gelen, Gokhan; Uzam, Murat",JOURNAL OF MANUFACTURING SYSTEMS,2014,0,0,0,0,0,0,0,0,0,0,0,0.0
573,Ubiquitous conceptual design of a ubiquitous application: A textile SME case study for real time manufacturing monitoring,"Mejia-Gutierrez, Ricardo; Osorio-Gomez, Gilberto; Rios-Zapata, David; Zuluaga-Holguin, Daniel",COMPUTER-AIDED DESIGN,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
574,CPS-based fault-tolerance method for smart factories,"Kang, Sungjoo; Jeon, Jaeho; Kim, Hyeon-Soo; Chun, Ingeol",AT-AUTOMATISIERUNGSTECHNIK,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
575,LOCALIZING OPERATORS IN THE SMART FACTORY: A REVIEW OF EXISTING TECHNIQUES AND SYSTEMS,"Syberfeldt, Anna; Ayani, Mikael; Holm, Magnus; Wang, Lihui; Lindgren-Brewster, Rodney",2016 INTERNATIONAL SYMPOSIUM ON FLEXIBLE AUTOMATION (ISFA),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
576,Data Protection Compliance Regulations and Implications for Smart Factories of the Future,"Preuveneers, Davy; Joosen, Wouter; Ilie-Zudor, Elisabeth",12TH INTERNATIONAL CONFERENCE ON INTELLIGENT ENVIRONMENTS - IE 2016,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
577,Real-Time Rule-Based Scheduling System for Integrated Delivery in a Semiconductor Manufacturing Using Evolutionary Algorithm-Based Simulation Approach,"Manupati, V. K.; Revanth, A. S.; Srikanth, K. S. S. L.; Maheedhar, A.; Reddy, M. B. S. Sreekara","ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2015",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
578,Manufacturing of Smart Nano Materials for structural Health Monitoring (SHM) in Aerospace application using CNT and CNF,"Nisha, M. S.; Singh, Dalbir",JOURNAL OF NANO RESEARCH,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
579,ENABLING SMART MANUFACTURING TECHNOLOGIES FOR DECISION-MAKING SUPPORT,"Helu, Moneer; Libes, Don; Lubell, Joshua; Lyons, Kevin; Morris, K. C.","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2016, VOL 1B",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
580,Operation-oriented One-piece-flow Manufacturing: Autonomous and Smart Systems as Enabler for a Full-meshed Production Network,"Scholz, Michael; Kolb, Saskia; Kaestle, Christopher; Franke, Joerg",FACTORIES OF THE FUTURE IN THE DIGITAL ENVIRONMENT,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
581,Systems Engineering Approach to Designing Smart Condition Monitoring Systems for Smart Manufacturing (ICCAS 2016),"Shin, Kee-Young; Shin, Nam-Ho; Choi, Sang-Woo; Choi, Se-Ho","2016 16TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS (ICCAS)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
582,Understanding the Business Value of Intelligent Products for Product Development in Manufacturing Industries,"Holler, Manuel; Uebernickel, Falk; Brenner, Walter",PROCEEDINGS OF THE 2016 8TH INTERNATIONAL CONFERENCE ON INFORMATION MANAGEMENT AND ENGINEERING (ICIME 2016),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
583,Factory remote access using smart devices,"Peatey, G. M.; Knight, J. F.; Messenger, I.",INTERNATIONAL SUGAR JOURNAL,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
584,Designing Intelligent Factory: Conceptual Framework and Empirical Validation,"Shafiq, Syed Imran; Velez, Gorka; Toro, Carlos; Sanin, Cesar; Szczerbicki, Edward",KNOWLEDGE-BASED AND INTELLIGENT INFORMATION & ENGINEERING SYSTEMS: PROCEEDINGS OF THE 20TH INTERNATIONAL CONFERENCE KES-2016,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
585,"Design, Manufacturing, and Testing of Micro- and Nano-Optical Devices and Systems; and Smart Structures and","Yang, Li","8TH INTERNATIONAL SYMPOSIUM ON ADVANCED OPTICAL MANUFACTURING AND TESTING TECHNOLOGIES: DESIGN, MANUFACTURING, AND TESTING OF MICRO- AND NANO-OPTICAL DEVICES AND SYSTEMS; AND SMART STRUCTURES AND MATERIALS",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
586,A Wireless Gateway Approach Enabling Industrial Real-Time Communication on the Field Level of Factory Automation,"Bauer, Matthias; May, Gunther; Jain, Vivek",2014 IEEE EMERGING TECHNOLOGY AND FACTORY AUTOMATION (ETFA),2014,0,0,0,0,0,0,0,0,0,0,0,0.0
587,Towards a Factory-of-Things: channel modeling and deployment assessment in PetroEcuador Esmeraldas oil refinery,"Savazzi, S.; Ramos, B.; Winter, J. M.; Kianoush, S.; Rampa, V.; del Rosario, E.; Chavez, T.; Cevallos, O.",2016 8TH IEEE LATIN-AMERICAN CONFERENCE ON COMMUNICATIONS (LATINCOM),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
588,Towards a Road-Mapping Ontology for Open Innovation in Smart Manufacturing,"Ivezic, Nenad; Ljubicic, Miroslav",2016 INTERNATIONAL CONFERENCE ON COLLABORATION TECHNOLOGIES AND SYSTEMS (CTS),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
589,RFID-Enabled Real-Time Dynamic Operations and Material Flow Control in Lean Manufacturing,"Ramadan, Muawia; Alnahhal, Mohammed; Noche, Bernd","DYNAMICS IN LOGISTICS, LDIC, 2014",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
590,Stopping Up to the Smart Factory,"Waurzyniak, Patrick",MANUFACTURING ENGINEERING,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
591,Changing markets drive smarter manufacturing by IC sector,"Doe, Paula",SOLID STATE TECHNOLOGY,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
592,Driving Factories to be Smarter and Safer,"Golembiewski, Kristen",MANUFACTURING ENGINEERING,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
593,Connecting the Smart Factory,"Waurzyniak, Patrick",MANUFACTURING ENGINEERING,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
594,DESIGNING AND MANUFACTURING OF PSEUDO-SINUSOIDAL PWM INVERTER BY USING SMART FEEDBACK TO STABILIZE VOLTAGE PARAMETERS FOR TYPICAL APPLICATIONS,"Manesh, Ali Reza Kazemi; Javadi, Mohammad Sadegh",IIOAB JOURNAL,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
595,The Research Based on Multi-Agent for the Pattern of the Intelligent Manufacture,Qu Jubao; Liu Sheng,"ICICTA: 2009 SECOND INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTATION TECHNOLOGY AND AUTOMATION, VOL IV, PROCEEDINGS",2009,0,0,0,0,0,0,0,0,0,0,0,0.0
596,WEB-ENABLED REAL-TIME QUALITY FEEDBACK FOR FACTORY SYSTEMS USING MTCONNECT,"Michaloski, John; Lee, Byeong Eon; Proctor, Frederick; Venkatesh, Sid","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE 2012, VOL 2, PTS A AND B",2012,0,0,0,0,0,0,0,0,0,0,0,0.0
597,Design of Real Time Monitor System of Manufacture Process of Iron and Steel Industry Based on New Style Sensors,"Zhang, Kaibi","2012 INTERNATIONAL CONFERENCE ON FUTURE ENERGY, ENVIRONMENT, AND MATERIALS, PT A",2012,0,0,0,0,0,0,0,0,0,0,0,0.0
598,Research on design and development for intelligent Manufacturing Execution System of Tungsten powder processing,"Yu, Jianguo; Feng, Meilin; Huang, Pengpeng; Zhang, Qizhong","FRONTIERS OF MANUFACTURING AND DESIGN SCIENCE II, PTS 1-6",2012,0,0,0,0,0,0,0,0,0,0,0,0.0
599,A HUMAN ORIENTED REAL-TIME SCHEDULING FOR AUTONOMOUS DISTRIBUTED MANUFACTURING SYSTEM - CONTROL OF PREFERENCES OF HUMAN OPERATORS AIMED AT IMPROVING PRODUCTIVITY,"Iwamura, Koji; Hayashi, Hitoshi; Tanimizu, Yoshitaka; Sugimura, Nobuhiro","PROCEEDINGS OF THE ASME/ISCIE INTERNATIONAL SYMPOSIUM ON FLEXIBLE AUTOMATION, ISFA 2012",2013,0,0,0,0,0,0,0,0,0,0,0,0.0
600,Computer Aided Intelligent System for Innovative Education of Manufacturing Technologies,"Murcinkova, Z.; Murcinko, J.",2013 11TH IEEE INTERNATIONAL CONFERENCE ON EMERGING ELEARNING TECHNOLOGIES AND APPLICATIONS (ICETA 2013),2013,0,0,0,0,0,0,0,0,0,0,0,0.0
601,Pompei Knowledge Factory Cultural Heritage and ICT for a smart city,"Gambardella, Carmine; Pisacane, Nicola; Avella, Alessandra; Argenziano, Pasquale",PROCEEDINGS OF THE 2014 INTERNATIONAL CONFERENCE ON VIRTUAL SYSTEMS AND MULTIMEDIA (VSMM),2014,0,0,0,0,0,0,0,0,0,0,0,0.0
602,Toward Smart Manufacturing Using Decision Analytics,"Brodsky, Alexander; Krishnamoorthy, Mohan; Menasce, Daniel A.; Shao, Guodong; Rachuri, Sudarsan",2014 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),2014,0,0,0,0,0,0,0,0,0,0,0,0.0
603,A step forward on Intelligent Factories: A Smart Sensor-oriented approach,"Goncalves, Gil; Reis, Joao; Pinto, Rui; Alves, Marco; Correia, Joao",2014 IEEE EMERGING TECHNOLOGY AND FACTORY AUTOMATION (ETFA),2014,0,0,0,0,0,0,0,0,0,0,0,0.0
604,Learning Factory modules for smart factories in Industrie 4.0,"Prinz, Christopher; Morlock, Friedrich; Freith, Sebastian; Kreggenfeld, Niklas; Kreimeier, Dieter; Kuhlenkoetter, Bernd",6TH CIRP CONFERENCE ON LEARNING FACTORIES,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
605,ACP Approach based Intelligent Quality Management System for Manufacturing Processes,Cheng Changjian; Wang Jie; Liu Xiwei; Mo Hong; Zhu Fenghua; Xiong Gang,"2014 IEEE INTERNATIONAL CONFERENCE ON SERVICE OPERATIONS AND LOGISTICS, AND INFORMATICS (SOLI)",2014,0,0,0,0,0,0,0,0,0,0,0,0.0
606,Development of Intelligent Coil Leveling Machine for Smart Manufacturing,"Chen, Brian; Tsai, Sung-Yu; Chang, Jen-Yuan (James)",PROCEEDINGS OF 2016 23RD INTERNATIONAL CONFERENCE ON MECHATRONICS AND MACHINE VISION IN PRACTICE (M2VIP),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
607,The Policy Research on Technology Innovation in Intelligent Equipment Manufacturing,Li Peng; Li Wenhui; Wang Huanming; Ma Xiuyan,INNOVATION-DRIVEN CAPABILITY BUILDING AND INDUSTRY DEVELOPMENT (ISMOT'16),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
608,Intelligent Manufacturing and Its Developing Strategy: Cooperation of Industry-University-Research,Mao Yihua; Fang Yanling; Wu Kailiang; Xu Qinrui,INNOVATION-DRIVEN CAPABILITY BUILDING AND INDUSTRY DEVELOPMENT (ISMOT'16),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
609,Intelligent Automation - Smart Manufacturing,"Grech, Raphael",INTELLIGENT ENVIRONMENTS 2016,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
610,Combining Workers' Behavior Data and Real Time Simulator for a Cellular Manufacturing System,"Kitazawa, Masaki; Takahashi, Toru B.; Takahashi, Satoshi; Yoshikawa, Atsushi; Terano, Takao",2016 WORLD AUTOMATION CONGRESS (WAC),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
611,Improving the Transmission Reliability in Smart Factory through Spatial Diversity with ARQ,"Gao, Yanan; Yang, Tao; Hu, Bo",2016 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA (ICCC),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
612,ADDITIVE MANUFACTURING OF MAGNETIC FIELD-RESPONSIVE SMART POLYMER COMPOSITES,"Pan, Yayue; Lu, Lu","PROCEEDINGS OF THE ASME 11TH INTERNATIONAL MANUFACTURING SCIENCE AND ENGINEERING CONFERENCE, 2016, VOL 1",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
613,Development of an Industrial Internet of Things Suite for Smart Factory towards Re-industrialization in Hong Kong,"Lee, C. K. M.; Zhang, S. Z.",Proceedings of the 6th International Workshop of Advanced Manufacturing and Automation,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
614,Smart Maintenance Industry 4.0 and Smart Maintenance: from Manufacturing to Subsea Production Systems,"Marhaug, Andreas; Schjolberg, Per",Proceedings of the 6th International Workshop of Advanced Manufacturing and Automation,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
615,Manufacturing Intelligence and Smart Production for Industry 3.5 and Empirical Study of Decision-based Virtual Metrology for Controlling Overlay Errors,"Chien, Chen-Fu; Chen, Ying-Jen","2016 INTERNATIONAL SYMPOSIUM ON VLSI DESIGN, AUTOMATION AND TEST (VLSI-DAT)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
616,BPMN for Knowledge Acquisition and Anomaly Handling in CPS for Smart Factories,"Panfilenko, Dmitri; Poller, Peter; Sonntag, Daniel; Zillner, Sonja; Schneider, Martin",2016 IEEE 21ST INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
617,Research on the Development for Intelligent Equipment Manufacturing Industry concerning New Energy Resources Power Generation,"Li, Zhongnian; Li, Tianying; Qin, Yan; Zhang, Lijuan; Wang, Qing","PROCEEDINGS OF THE 2016 INTERNATIONAL FORUM ON ENERGY, ENVIRONMENT AND SUSTAINABLE DEVELOPMENT (IFEESD)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
618,A New Mode of Forging by Using Intelligent Manufacturing,"Yong, S.; Dai, H. P.; Li, G. Y.; Shao, G. B.","2016 INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY, ENVIRONMENT AND INFORMATION ENGINEERING (SEEIE 2016)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
619,SETUP OPTIMIZATION BASED ON VIRTUAL TOOLING FOR MANUFACTURING IN ORDER TO PROVIDE AN INTELLIGENT WORK PREPARATION PROCESS,"Weber, Jens; Reisch, Raphael E.; Schroeder, Christian; Laroque, Christoph",2016 WINTER SIMULATION CONFERENCE (WSC),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
620,Brushless DC Motors as Parts of Smart Factories,"Fuerstner, Igor; Gogolak, Laszlo; Milkovic, Alex; Kovacs, Edina; Balint, Adam",2016 INTERNATIONAL CONFERENCE ON SMART SYSTEMS AND TECHNOLOGIES (SST),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
621,Joint real-time scheduling and interference coordination for wireless factory automation,"Auroux, Sebastien; Parruca, Donald; Karl, Holger","2016 IEEE 27TH ANNUAL INTERNATIONAL SYMPOSIUM ON PERSONAL, INDOOR, AND MOBILE RADIO COMMUNICATIONS (PIMRC)",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
622,Smart underground panel: a composite manufacturing process for sandwich panel made of textile reinforced cement and multifunctional by the use of sensors and optical fibers,"Hamelin, Patrece; Larbi, A. Si",15TH INTERNATIONAL SCIENTIFIC CONFERENCE UNDERGROUND URBANISATION AS A PREREQUISITE FOR SUSTAINABLE DEVELOPMENT,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
623,Intelligent Product and Mechatronic Software Components Facilitating Mass Customization in Collaborative Manufacturing Systems,"Sorouri, Majid; Vyatkin, Valeriy",COLLABORATION IN A HYPERCONNECTED WORLD,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
624,Application of Numerical Analysis in the Design and Small-Scale Intelligent Manufacturing Process of Porous Fences,"Xu, Yizhong; Mustafa, Mohamad Y.; Virk, Muhammad S.; Calay, Rajnish K.",2016 INTERNATIONAL SYMPOSIUM ON SMALL-SCALE INTELLIGENT MANUFACTURING SYSTEMS (SIMS),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
625,An Introduction of Small-scale Intelligent Manufacturing System Regarding its design objectives and relevant tools and technologies,"Huang, Taoying; Solvang, Wei Deng; Yu, Hao",2016 INTERNATIONAL SYMPOSIUM ON SMALL-SCALE INTELLIGENT MANUFACTURING SYSTEMS (SIMS),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
626,Development and design of intelligent product carriers for flexible networked control of distributed manufacturing processes,"Bertelsmeier, Fabian; Schoene, Stefan; Traechtler, Ansgar",2016 24TH MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION (MED),2016,0,0,0,0,0,0,0,0,0,0,0,0.0
627,Intelligent system of coordination and control for manufacturing,"Ciortea, E. M.","MODTECH INTERNATIONAL CONFERENCE - MODERN TECHNOLOGIES IN INDUSTRIAL ENGINEERING IV, PTS 1-7",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
628,SMART STRUCTURE INTEGRATION THROUGH ULTRASONIC ADDITIVE MANUFACTURING,"Dapino, Marcelo J.","PROCEEDINGS OF THE ASME CONFERENCE ON SMART MATERIALS ADAPTIVE STRUCTURES AND INTELLIGENT SYSTEMS, 2014, VOL 2",2014,0,0,0,0,0,0,0,0,0,0,0,0.0
629,AN INTELLIGENT PROCESS PLANNING SYSTEM BASED ON FORMAL MANUFACTURING CAPABILITY MODELS,"Sadeghi, Samira; Ameni, Farhad","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2013, VOL 2B",2014,0,0,0,0,0,0,0,0,0,0,0,0.0
630,A Big Data Centric Integrated Framework and Typical System Configurations for Smart Factory,"Wang, Shiyong; Zhang, Chunhua; Li, Di","INDUSTRIAL IOT TECHNOLOGIES AND APPLICATIONS, INDUSTRIAL IOT 2016",2016,0,0,0,0,0,0,0,0,0,0,0,0.0
631,A Job-Shop Scheduling Model with Real-time Feedback for Physical Internet-based Manufacturing Shopfloor,"Zhong, Ray Y.; Xu, Chen",IEEE 12TH INT CONF UBIQUITOUS INTELLIGENCE & COMP/IEEE 12TH INT CONF ADV & TRUSTED COMP/IEEE 15TH INT CONF SCALABLE COMP & COMMUN/IEEE INT CONF CLOUD & BIG DATA COMP/IEEE INT CONF INTERNET PEOPLE AND ASSOCIATED SYMPOSIA/WORKSHOPS,2015,0,0,0,0,0,0,0,0,0,0,0,0.0
632,Industrial IoT Gateway with Machine Learning for Smart Manufacturing,"Lojka, Tomas; Miskuf, Martin; Zolotova, Iveta",ADVANCES IN PRODUCTION MANAGEMENT SYSTEMS: INITIATIVES FOR A SUSTAINABLE WORLD,2016,0,0,0,0,0,0,0,0,0,0,0,0.0
